1 :  []
1024 :  [2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
1025 :  [5, 5, 41]
1026 :  [2, 3, 3, 3, 19]
1027 :  [13, 79]
1028 :  [2, 2, 257]
1029 :  [3, 7, 7, 7]
1030 :  [2, 5, 103]
1031 :  [1031]
1032 :  [2, 2, 2, 3, 43]
1033 :  [1033]
1034 :  [2, 11, 47]
1035 :  [3, 3, 5, 23]
1036 :  [2, 2, 7, 37]
1037 :  [17, 61]
1038 :  [2, 3, 173]
1039 :  [1039]
1040 :  [2, 2, 2, 2, 5, 13]
1041 :  [3, 347]
1042 :  [2, 521]
1043 :  [7, 149]
1044 :  [2, 2, 3, 3, 29]
1045 :  [5, 11, 19]
1046 :  [2, 523]
1047 :  [3, 349]
1048 :  [2, 2, 2, 131]
1049 :  [1049]
1050 :  [2, 3, 5, 5, 7]
1051 :  [1051]
1052 :  [2, 2, 263]
1053 :  [3, 3, 3, 3, 13]
1054 :  [2, 17, 31]
1055 :  [5, 211]
1056 :  [2, 2, 2, 2, 2, 3, 11]
1057 :  [7, 151]
1058 :  [2, 23, 23]
1059 :  [3, 353]
1060 :  [2, 2, 5, 53]
1061 :  [1061]
1062 :  [2, 3, 3, 59]
1063 :  [1063]
1064 :  [2, 2, 2, 7, 19]
1065 :  [3, 5, 71]
1066 :  [2, 13, 41]
1067 :  [11, 97]
1068 :  [2, 2, 3, 89]
1069 :  [1069]
1070 :  [2, 5, 107]
1071 :  [3, 3, 7, 17]
1072 :  [2, 2, 2, 2, 67]
1073 :  [29, 37]
1074 :  [2, 3, 179]
1075 :  [5, 5, 43]
1076 :  [2, 2, 269]
1077 :  [3, 359]
1078 :  [2, 7, 7, 11]
1079 :  [13, 83]
1080 :  [2, 2, 2, 3, 3, 3, 5]
1081 :  [23, 47]
1082 :  [2, 541]
1083 :  [3, 19, 19]
1084 :  [2, 2, 271]
1085 :  [5, 7, 31]
1086 :  [2, 3, 181]
1087 :  [1087]
1088 :  [2, 2, 2, 2, 2, 2, 17]
1089 :  [3, 3, 11, 11]
1090 :  [2, 5, 109]
1091 :  [1091]
1092 :  [2, 2, 3, 7, 13]
1093 :  [1093]
1094 :  [2, 547]
1095 :  [3, 5, 73]
1096 :  [2, 2, 2, 137]
1097 :  [1097]
1098 :  [2, 3, 3, 61]
1099 :  [7, 157]
1100 :  [2, 2, 5, 5, 11]
1101 :  [3, 367]
1102 :  [2, 19, 29]
1103 :  [1103]
1104 :  [2, 2, 2, 2, 3, 23]
1105 :  [5, 13, 17]
1106 :  [2, 7, 79]
1107 :  [3, 3, 3, 41]
1108 :  [2, 2, 277]
1109 :  [1109]
1110 :  [2, 3, 5, 37]
1111 :  [11, 101]
1112 :  [2, 2, 2, 139]
1113 :  [3, 7, 53]
1114 :  [2, 557]
1115 :  [5, 223]
1116 :  [2, 2, 3, 3, 31]
1117 :  [1117]
1118 :  [2, 13, 43]
1119 :  [3, 373]
1120 :  [2, 2, 2, 2, 2, 5, 7]
1121 :  [19, 59]
1122 :  [2, 3, 11, 17]
1123 :  [1123]
1124 :  [2, 2, 281]
1125 :  [3, 3, 5, 5, 5]
1126 :  [2, 563]
1127 :  [7, 7, 23]
1128 :  [2, 2, 2, 3, 47]
1129 :  [1129]
1130 :  [2, 5, 113]
1131 :  [3, 13, 29]
1132 :  [2, 2, 283]
1133 :  [11, 103]
1134 :  [2, 3, 3, 3, 3, 7]
1135 :  [5, 227]
1136 :  [2, 2, 2, 2, 71]
1137 :  [3, 379]
1138 :  [2, 569]
1139 :  [17, 67]
1140 :  [2, 2, 3, 5, 19]
1141 :  [7, 163]
1142 :  [2, 571]
1143 :  [3, 3, 127]
1144 :  [2, 2, 2, 11, 13]
1145 :  [5, 229]
1146 :  [2, 3, 191]
1147 :  [31, 37]
1148 :  [2, 2, 7, 41]
1149 :  [3, 383]
1150 :  [2, 5, 5, 23]
1151 :  [1151]
1152 :  [2, 2, 2, 2, 2, 2, 2, 3, 3]
1153 :  [1153]
1154 :  [2, 577]
1155 :  [3, 5, 7, 11]
1156 :  [2, 2, 17, 17]
1157 :  [13, 89]
1158 :  [2, 3, 193]
1159 :  [19, 61]
1160 :  [2, 2, 2, 5, 29]
1161 :  [3, 3, 3, 43]
1162 :  [2, 7, 83]
1163 :  [1163]
1164 :  [2, 2, 3, 97]
1165 :  [5, 233]
1166 :  [2, 11, 53]
1167 :  [3, 389]
1168 :  [2, 2, 2, 2, 73]
1169 :  [7, 167]
1170 :  [2, 3, 3, 5, 13]
1171 :  [1171]
1172 :  [2, 2, 293]
1173 :  [3, 17, 23]
1174 :  [2, 587]
1175 :  [5, 5, 47]
1176 :  [2, 2, 2, 3, 7, 7]
1177 :  [11, 107]
1178 :  [2, 19, 31]
1179 :  [3, 3, 131]
1180 :  [2, 2, 5, 59]
1181 :  [1181]
1182 :  [2, 3, 197]
1183 :  [7, 13, 13]
1184 :  [2, 2, 2, 2, 2, 37]
1185 :  [3, 5, 79]
1186 :  [2, 593]
1187 :  [1187]
1188 :  [2, 2, 3, 3, 3, 11]
1189 :  [29, 41]
1190 :  [2, 5, 7, 17]
1191 :  [3, 397]
1192 :  [2, 2, 2, 149]
1193 :  [1193]
1194 :  [2, 3, 199]
1195 :  [5, 239]
1196 :  [2, 2, 13, 23]
1197 :  [3, 3, 7, 19]
1198 :  [2, 599]
1199 :  [11, 109]
1200 :  [2, 2, 2, 2, 3, 5, 5]
1201 :  [1201]
1202 :  [2, 601]
1203 :  [3, 401]
1204 :  [2, 2, 7, 43]
1205 :  [5, 241]
1206 :  [2, 3, 3, 67]
1207 :  [17, 71]
1208 :  [2, 2, 2, 151]
1209 :  [3, 13, 31]
1210 :  [2, 5, 11, 11]
1211 :  [7, 173]
1212 :  [2, 2, 3, 101]
1213 :  [1213]
1214 :  [2, 607]
1215 :  [3, 3, 3, 3, 3, 5]
1216 :  [2, 2, 2, 2, 2, 2, 19]
1217 :  [1217]
1218 :  [2, 3, 7, 29]
1219 :  [23, 53]
1220 :  [2, 2, 5, 61]
1221 :  [3, 11, 37]
1222 :  [2, 13, 47]
1223 :  [1223]
1224 :  [2, 2, 2, 3, 3, 17]
1225 :  [5, 5, 7, 7]
1226 :  [2, 613]
1227 :  [3, 409]
1228 :  [2, 2, 307]
1229 :  [1229]
1230 :  [2, 3, 5, 41]
1231 :  [1231]
1232 :  [2, 2, 2, 2, 7, 11]
1233 :  [3, 3, 137]
1234 :  [2, 617]
1235 :  [5, 13, 19]
1236 :  [2, 2, 3, 103]
1237 :  [1237]
1238 :  [2, 619]
1239 :  [3, 7, 59]
1240 :  [2, 2, 2, 5, 31]
1241 :  [17, 73]
1242 :  [2, 3, 3, 3, 23]
1243 :  [11, 113]
1244 :  [2, 2, 311]
1245 :  [3, 5, 83]
1246 :  [2, 7, 89]
1247 :  [29, 43]
1248 :  [2, 2, 2, 2, 2, 3, 13]
1249 :  [1249]
1250 :  [2, 5, 5, 5, 5]
1251 :  [3, 3, 139]
1252 :  [2, 2, 313]
1253 :  [7, 179]
1254 :  [2, 3, 11, 19]
1255 :  [5, 251]
1256 :  [2, 2, 2, 157]
1257 :  [3, 419]
1258 :  [2, 17, 37]
1259 :  [1259]
1260 :  [2, 2, 3, 3, 5, 7]
1261 :  [13, 97]
1262 :  [2, 631]
1263 :  [3, 421]
1264 :  [2, 2, 2, 2, 79]
1265 :  [5, 11, 23]
1266 :  [2, 3, 211]
1267 :  [7, 181]
1268 :  [2, 2, 317]
1269 :  [3, 3, 3, 47]
1270 :  [2, 5, 127]
1271 :  [31, 41]
1272 :  [2, 2, 2, 3, 53]
1273 :  [19, 67]
1274 :  [2, 7, 7, 13]
1275 :  [3, 5, 5, 17]
1276 :  [2, 2, 11, 29]
1277 :  [1277]
1278 :  [2, 3, 3, 71]
1279 :  [1279]
1280 :  [2, 2, 2, 2, 2, 2, 2, 2, 5]
1281 :  [3, 7, 61]
1282 :  [2, 641]
1283 :  [1283]
1284 :  [2, 2, 3, 107]
1285 :  [5, 257]
1286 :  [2, 643]
1287 :  [3, 3, 11, 13]
1288 :  [2, 2, 2, 7, 23]
1289 :  [1289]
1290 :  [2, 3, 5, 43]
1291 :  [1291]
1292 :  [2, 2, 17, 19]
1293 :  [3, 431]
1294 :  [2, 647]
1295 :  [5, 7, 37]
1296 :  [2, 2, 2, 2, 3, 3, 3, 3]
1297 :  [1297]
1298 :  [2, 11, 59]
1299 :  [3, 433]
1300 :  [2, 2, 5, 5, 13]
1301 :  [1301]
1302 :  [2, 3, 7, 31]
1303 :  [1303]
1304 :  [2, 2, 2, 163]
1305 :  [3, 3, 5, 29]
1306 :  [2, 653]
1307 :  [1307]
1308 :  [2, 2, 3, 109]
1309 :  [7, 11, 17]
1310 :  [2, 5, 131]
1311 :  [3, 19, 23]
1312 :  [2, 2, 2, 2, 2, 41]
1313 :  [13, 101]
1314 :  [2, 3, 3, 73]
1315 :  [5, 263]
1316 :  [2, 2, 7, 47]
1317 :  [3, 439]
1318 :  [2, 659]
1319 :  [1319]
1320 :  [2, 2, 2, 3, 5, 11]
1321 :  [1321]
1322 :  [2, 661]
1323 :  [3, 3, 3, 7, 7]
1324 :  [2, 2, 331]
1325 :  [5, 5, 53]
1326 :  [2, 3, 13, 17]
1327 :  [1327]
1328 :  [2, 2, 2, 2, 83]
1329 :  [3, 443]
1330 :  [2, 5, 7, 19]
1331 :  [11, 11, 11]
1332 :  [2, 2, 3, 3, 37]
1333 :  [31, 43]
1334 :  [2, 23, 29]
1335 :  [3, 5, 89]
1336 :  [2, 2, 2, 167]
1337 :  [7, 191]
1338 :  [2, 3, 223]
1339 :  [13, 103]
1340 :  [2, 2, 5, 67]
1341 :  [3, 3, 149]
1342 :  [2, 11, 61]
1343 :  [17, 79]
1344 :  [2, 2, 2, 2, 2, 2, 3, 7]
1345 :  [5, 269]
1346 :  [2, 673]
1347 :  [3, 449]
1348 :  [2, 2, 337]
1349 :  [19, 71]
1350 :  [2, 3, 3, 3, 5, 5]
1351 :  [7, 193]
1352 :  [2, 2, 2, 13, 13]
1353 :  [3, 11, 41]
1354 :  [2, 677]
1355 :  [5, 271]
1356 :  [2, 2, 3, 113]
1357 :  [23, 59]
1358 :  [2, 7, 97]
1359 :  [3, 3, 151]
1360 :  [2, 2, 2, 2, 5, 17]
1361 :  [1361]
1362 :  [2, 3, 227]
1363 :  [29, 47]
1364 :  [2, 2, 11, 31]
1365 :  [3, 5, 7, 13]
1366 :  [2, 683]
1367 :  [1367]
1368 :  [2, 2, 2, 3, 3, 19]
1369 :  [37, 37]
1370 :  [2, 5, 137]
1371 :  [3, 457]
1372 :  [2, 2, 7, 7, 7]
1373 :  [1373]
1374 :  [2, 3, 229]
1375 :  [5, 5, 5, 11]
1376 :  [2, 2, 2, 2, 2, 43]
1377 :  [3, 3, 3, 3, 17]
1378 :  [2, 13, 53]
1379 :  [7, 197]
1380 :  [2, 2, 3, 5, 23]
1381 :  [1381]
1382 :  [2, 691]
1383 :  [3, 461]
1384 :  [2, 2, 2, 173]
1385 :  [5, 277]
1386 :  [2, 3, 3, 7, 11]
1387 :  [19, 73]
1388 :  [2, 2, 347]
1389 :  [3, 463]
1390 :  [2, 5, 139]
1391 :  [13, 107]
1392 :  [2, 2, 2, 2, 3, 29]
1393 :  [7, 199]
1394 :  [2, 17, 41]
1395 :  [3, 3, 5, 31]
1396 :  [2, 2, 349]
1397 :  [11, 127]
1398 :  [2, 3, 233]
1399 :  [1399]
1400 :  [2, 2, 2, 5, 5, 7]
1401 :  [3, 467]
1402 :  [2, 701]
1403 :  [23, 61]
1404 :  [2, 2, 3, 3, 3, 13]
1405 :  [5, 281]
1406 :  [2, 19, 37]
1407 :  [3, 7, 67]
1408 :  [2, 2, 2, 2, 2, 2, 2, 11]
1409 :  [1409]
1410 :  [2, 3, 5, 47]
1411 :  [17, 83]
1412 :  [2, 2, 353]
1413 :  [3, 3, 157]
1414 :  [2, 7, 101]
1415 :  [5, 283]
1416 :  [2, 2, 2, 3, 59]
1417 :  [13, 109]
1418 :  [2, 709]
1419 :  [3, 11, 43]
1420 :  [2, 2, 5, 71]
1421 :  [7, 7, 29]
1422 :  [2, 3, 3, 79]
1423 :  [1423]
1424 :  [2, 2, 2, 2, 89]
1425 :  [3, 5, 5, 19]
1426 :  [2, 23, 31]
1427 :  [1427]
1428 :  [2, 2, 3, 7, 17]
1429 :  [1429]
1430 :  [2, 5, 11, 13]
1431 :  [3, 3, 3, 53]
1432 :  [2, 2, 2, 179]
1433 :  [1433]
1434 :  [2, 3, 239]
1435 :  [5, 7, 41]
1436 :  [2, 2, 359]
1437 :  [3, 479]
1438 :  [2, 719]
1439 :  [1439]
1440 :  [2, 2, 2, 2, 2, 3, 3, 5]
1441 :  [11, 131]
1442 :  [2, 7, 103]
1443 :  [3, 13, 37]
1444 :  [2, 2, 19, 19]
1445 :  [5, 17, 17]
1446 :  [2, 3, 241]
1447 :  [1447]
1448 :  [2, 2, 2, 181]
1449 :  [3, 3, 7, 23]
1450 :  [2, 5, 5, 29]
1451 :  [1451]
1452 :  [2, 2, 3, 11, 11]
1453 :  [1453]
1454 :  [2, 727]
1455 :  [3, 5, 97]
1456 :  [2, 2, 2, 2, 7, 13]
1457 :  [31, 47]
1458 :  [2, 3, 3, 3, 3, 3, 3]
1459 :  [1459]
1460 :  [2, 2, 5, 73]
1461 :  [3, 487]
1462 :  [2, 17, 43]
1463 :  [7, 11, 19]
1464 :  [2, 2, 2, 3, 61]
1465 :  [5, 293]
1466 :  [2, 733]
1467 :  [3, 3, 163]
1468 :  [2, 2, 367]
1469 :  [13, 113]
1470 :  [2, 3, 5, 7, 7]
1471 :  [1471]
1472 :  [2, 2, 2, 2, 2, 2, 23]
1473 :  [3, 491]
1474 :  [2, 11, 67]
1475 :  [5, 5, 59]
1476 :  [2, 2, 3, 3, 41]
1477 :  [7, 211]
1478 :  [2, 739]
1479 :  [3, 17, 29]
1480 :  [2, 2, 2, 5, 37]
1481 :  [1481]
1482 :  [2, 3, 13, 19]
1483 :  [1483]
1484 :  [2, 2, 7, 53]
1485 :  [3, 3, 3, 5, 11]
1486 :  [2, 743]
1487 :  [1487]
1488 :  [2, 2, 2, 2, 3, 31]
1489 :  [1489]
1490 :  [2, 5, 149]
1491 :  [3, 7, 71]
1492 :  [2, 2, 373]
1493 :  [1493]
1494 :  [2, 3, 3, 83]
1495 :  [5, 13, 23]
1496 :  [2, 2, 2, 11, 17]
1497 :  [3, 499]
1498 :  [2, 7, 107]
1499 :  [1499]
1500 :  [2, 2, 3, 5, 5, 5]
1501 :  [19, 79]
1502 :  [2, 751]
1503 :  [3, 3, 167]
1504 :  [2, 2, 2, 2, 2, 47]
1505 :  [5, 7, 43]
1506 :  [2, 3, 251]
1507 :  [11, 137]
1508 :  [2, 2, 13, 29]
1509 :  [3, 503]
1510 :  [2, 5, 151]
1511 :  [1511]
1512 :  [2, 2, 2, 3, 3, 3, 7]
1513 :  [17, 89]
1514 :  [2, 757]
1515 :  [3, 5, 101]
1516 :  [2, 2, 379]
1517 :  [37, 41]
1518 :  [2, 3, 11, 23]
1519 :  [7, 7, 31]
1520 :  [2, 2, 2, 2, 5, 19]
1521 :  [3, 3, 13, 13]
1522 :  [2, 761]
1523 :  [1523]
1524 :  [2, 2, 3, 127]
1525 :  [5, 5, 61]
1526 :  [2, 7, 109]
1527 :  [3, 509]
1528 :  [2, 2, 2, 191]
1529 :  [11, 139]
1530 :  [2, 3, 3, 5, 17]
1531 :  [1531]
1532 :  [2, 2, 383]
1533 :  [3, 7, 73]
1534 :  [2, 13, 59]
1535 :  [5, 307]
1536 :  [2, 2, 2, 2, 2, 2, 2, 2, 2, 3]
1537 :  [29, 53]
1538 :  [2, 769]
1539 :  [3, 3, 3, 3, 19]
1540 :  [2, 2, 5, 7, 11]
1541 :  [23, 67]
1542 :  [2, 3, 257]
1543 :  [1543]
1544 :  [2, 2, 2, 193]
1545 :  [3, 5, 103]
1546 :  [2, 773]
1547 :  [7, 13, 17]
1548 :  [2, 2, 3, 3, 43]
1549 :  [1549]
1550 :  [2, 5, 5, 31]
1551 :  [3, 11, 47]
1552 :  [2, 2, 2, 2, 97]
1553 :  [1553]
1554 :  [2, 3, 7, 37]
1555 :  [5, 311]
1556 :  [2, 2, 389]
1557 :  [3, 3, 173]
1558 :  [2, 19, 41]
1559 :  [1559]
1560 :  [2, 2, 2, 3, 5, 13]
1561 :  [7, 223]
1562 :  [2, 11, 71]
1563 :  [3, 521]
1564 :  [2, 2, 17, 23]
1565 :  [5, 313]
1566 :  [2, 3, 3, 3, 29]
1567 :  [1567]
1568 :  [2, 2, 2, 2, 2, 7, 7]
1569 :  [3, 523]
1570 :  [2, 5, 157]
1571 :  [1571]
1572 :  [2, 2, 3, 131]
1573 :  [11, 11, 13]
1574 :  [2, 787]
1575 :  [3, 3, 5, 5, 7]
1576 :  [2, 2, 2, 197]
1577 :  [19, 83]
1578 :  [2, 3, 263]
1579 :  [1579]
1580 :  [2, 2, 5, 79]
1581 :  [3, 17, 31]
1582 :  [2, 7, 113]
1583 :  [1583]
1584 :  [2, 2, 2, 2, 3, 3, 11]
1585 :  [5, 317]
1586 :  [2, 13, 61]
1587 :  [3, 23, 23]
1588 :  [2, 2, 397]
1589 :  [7, 227]
1590 :  [2, 3, 5, 53]
1591 :  [37, 43]
1592 :  [2, 2, 2, 199]
1593 :  [3, 3, 3, 59]
1594 :  [2, 797]
1595 :  [5, 11, 29]
1596 :  [2, 2, 3, 7, 19]
1597 :  [1597]
1598 :  [2, 17, 47]
1599 :  [3, 13, 41]
1600 :  [2, 2, 2, 2, 2, 2, 5, 5]
1601 :  [1601]
1602 :  [2, 3, 3, 89]
1603 :  [7, 229]
1604 :  [2, 2, 401]
1605 :  [3, 5, 107]
1606 :  [2, 11, 73]
1607 :  [1607]
1608 :  [2, 2, 2, 3, 67]
1609 :  [1609]
1610 :  [2, 5, 7, 23]
1611 :  [3, 3, 179]
1612 :  [2, 2, 13, 31]
1613 :  [1613]
1614 :  [2, 3, 269]
1615 :  [5, 17, 19]
1616 :  [2, 2, 2, 2, 101]
1617 :  [3, 7, 7, 11]
1618 :  [2, 809]
1619 :  [1619]
1620 :  [2, 2, 3, 3, 3, 3, 5]
1621 :  [1621]
1622 :  [2, 811]
1623 :  [3, 541]
1624 :  [2, 2, 2, 7, 29]
1625 :  [5, 5, 5, 13]
1626 :  [2, 3, 271]
1627 :  [1627]
1628 :  [2, 2, 11, 37]
1629 :  [3, 3, 181]
1630 :  [2, 5, 163]
1631 :  [7, 233]
1632 :  [2, 2, 2, 2, 2, 3, 17]
1633 :  [23, 71]
1634 :  [2, 19, 43]
1635 :  [3, 5, 109]
1636 :  [2, 2, 409]
1637 :  [1637]
1638 :  [2, 3, 3, 7, 13]
1639 :  [11, 149]
1640 :  [2, 2, 2, 5, 41]
1641 :  [3, 547]
1642 :  [2, 821]
1643 :  [31, 53]
1644 :  [2, 2, 3, 137]
1645 :  [5, 7, 47]
1646 :  [2, 823]
1647 :  [3, 3, 3, 61]
1648 :  [2, 2, 2, 2, 103]
1649 :  [17, 97]
1650 :  [2, 3, 5, 5, 11]
1651 :  [13, 127]
1652 :  [2, 2, 7, 59]
1653 :  [3, 19, 29]
1654 :  [2, 827]
1655 :  [5, 331]
1656 :  [2, 2, 2, 3, 3, 23]
1657 :  [1657]
1658 :  [2, 829]
1659 :  [3, 7, 79]
1660 :  [2, 2, 5, 83]
1661 :  [11, 151]
1662 :  [2, 3, 277]
1663 :  [1663]
1664 :  [2, 2, 2, 2, 2, 2, 2, 13]
1665 :  [3, 3, 5, 37]
1666 :  [2, 7, 7, 17]
1667 :  [1667]
1668 :  [2, 2, 3, 139]
1669 :  [1669]
1670 :  [2, 5, 167]
1671 :  [3, 557]
1672 :  [2, 2, 2, 11, 19]
1673 :  [7, 239]
1674 :  [2, 3, 3, 3, 31]
1675 :  [5, 5, 67]
1676 :  [2, 2, 419]
1677 :  [3, 13, 43]
1678 :  [2, 839]
1679 :  [23, 73]
1680 :  [2, 2, 2, 2, 3, 5, 7]
1681 :  [41, 41]
1682 :  [2, 29, 29]
1683 :  [3, 3, 11, 17]
1684 :  [2, 2, 421]
1685 :  [5, 337]
1686 :  [2, 3, 281]
1687 :  [7, 241]
1688 :  [2, 2, 2, 211]
1689 :  [3, 563]
1690 :  [2, 5, 13, 13]
1691 :  [19, 89]
1692 :  [2, 2, 3, 3, 47]
1693 :  [1693]
1694 :  [2, 7, 11, 11]
1695 :  [3, 5, 113]
1696 :  [2, 2, 2, 2, 2, 53]
1697 :  [1697]
1698 :  [2, 3, 283]
1699 :  [1699]
1700 :  [2, 2, 5, 5, 17]
1701 :  [3, 3, 3, 3, 3, 7]
1702 :  [2, 23, 37]
1703 :  [13, 131]
1704 :  [2, 2, 2, 3, 71]
1705 :  [5, 11, 31]
1706 :  [2, 853]
1707 :  [3, 569]
1708 :  [2, 2, 7, 61]
1709 :  [1709]
1710 :  [2, 3, 3, 5, 19]
1711 :  [29, 59]
1712 :  [2, 2, 2, 2, 107]
1713 :  [3, 571]
1714 :  [2, 857]
1715 :  [5, 7, 7, 7]
1716 :  [2, 2, 3, 11, 13]
1717 :  [17, 101]
1718 :  [2, 859]
1719 :  [3, 3, 191]
1720 :  [2, 2, 2, 5, 43]
1721 :  [1721]
1722 :  [2, 3, 7, 41]
1723 :  [1723]
1724 :  [2, 2, 431]
1725 :  [3, 5, 5, 23]
1726 :  [2, 863]
1727 :  [11, 157]
1728 :  [2, 2, 2, 2, 2, 2, 3, 3, 3]
1729 :  [7, 13, 19]
1730 :  [2, 5, 173]
1731 :  [3, 577]
1732 :  [2, 2, 433]
1733 :  [1733]
1734 :  [2, 3, 17, 17]
1735 :  [5, 347]
1736 :  [2, 2, 2, 7, 31]
1737 :  [3, 3, 193]
1738 :  [2, 11, 79]
1739 :  [37, 47]
1740 :  [2, 2, 3, 5, 29]
1741 :  [1741]
1742 :  [2, 13, 67]
1743 :  [3, 7, 83]
1744 :  [2, 2, 2, 2, 109]
1745 :  [5, 349]
1746 :  [2, 3, 3, 97]
1747 :  [1747]
1748 :  [2, 2, 19, 23]
1749 :  [3, 11, 53]
1750 :  [2, 5, 5, 5, 7]
1751 :  [17, 103]
1752 :  [2, 2, 2, 3, 73]
1753 :  [1753]
1754 :  [2, 877]
1755 :  [3, 3, 3, 5, 13]
1756 :  [2, 2, 439]
1757 :  [7, 251]
1758 :  [2, 3, 293]
1759 :  [1759]
1760 :  [2, 2, 2, 2, 2, 5, 11]
1761 :  [3, 587]
1762 :  [2, 881]
1763 :  [41, 43]
1764 :  [2, 2, 3, 3, 7, 7]
1765 :  [5, 353]
1766 :  [2, 883]
1767 :  [3, 19, 31]
1768 :  [2, 2, 2, 13, 17]
1769 :  [29, 61]
1770 :  [2, 3, 5, 59]
1771 :  [7, 11, 23]
1772 :  [2, 2, 443]
1773 :  [3, 3, 197]
1774 :  [2, 887]
1775 :  [5, 5, 71]
1776 :  [2, 2, 2, 2, 3, 37]
1777 :  [1777]
1778 :  [2, 7, 127]
1779 :  [3, 593]
1780 :  [2, 2, 5, 89]
1781 :  [13, 137]
1782 :  [2, 3, 3, 3, 3, 11]
1783 :  [1783]
1784 :  [2, 2, 2, 223]
1785 :  [3, 5, 7, 17]
1786 :  [2, 19, 47]
1787 :  [1787]
1788 :  [2, 2, 3, 149]
1789 :  [1789]
1790 :  [2, 5, 179]
1791 :  [3, 3, 199]
1792 :  [2, 2, 2, 2, 2, 2, 2, 2, 7]
1793 :  [11, 163]
1794 :  [2, 3, 13, 23]
1795 :  [5, 359]
1796 :  [2, 2, 449]
1797 :  [3, 599]
1798 :  [2, 29, 31]
1799 :  [7, 257]
1800 :  [2, 2, 2, 3, 3, 5, 5]
1801 :  [1801]
1802 :  [2, 17, 53]
1803 :  [3, 601]
1804 :  [2, 2, 11, 41]
1805 :  [5, 19, 19]
1806 :  [2, 3, 7, 43]
1807 :  [13, 139]
1808 :  [2, 2, 2, 2, 113]
1809 :  [3, 3, 3, 67]
1810 :  [2, 5, 181]
1811 :  [1811]
1812 :  [2, 2, 3, 151]
1813 :  [7, 7, 37]
1814 :  [2, 907]
1815 :  [3, 5, 11, 11]
1816 :  [2, 2, 2, 227]
1817 :  [23, 79]
1818 :  [2, 3, 3, 101]
1819 :  [17, 107]
1820 :  [2, 2, 5, 7, 13]
1821 :  [3, 607]
1822 :  [2, 911]
1823 :  [1823]
1824 :  [2, 2, 2, 2, 2, 3, 19]
1825 :  [5, 5, 73]
1826 :  [2, 11, 83]
1827 :  [3, 3, 7, 29]
1828 :  [2, 2, 457]
1829 :  [31, 59]
1830 :  [2, 3, 5, 61]
1831 :  [1831]
1832 :  [2, 2, 2, 229]
1833 :  [3, 13, 47]
1834 :  [2, 7, 131]
1835 :  [5, 367]
1836 :  [2, 2, 3, 3, 3, 17]
1837 :  [11, 167]
1838 :  [2, 919]
1839 :  [3, 613]
1840 :  [2, 2, 2, 2, 5, 23]
1841 :  [7, 263]
1842 :  [2, 3, 307]
1843 :  [19, 97]
1844 :  [2, 2, 461]
1845 :  [3, 3, 5, 41]
1846 :  [2, 13, 71]
1847 :  [1847]
1848 :  [2, 2, 2, 3, 7, 11]
1849 :  [43, 43]
1850 :  [2, 5, 5, 37]
1851 :  [3, 617]
1852 :  [2, 2, 463]
1853 :  [17, 109]
1854 :  [2, 3, 3, 103]
1855 :  [5, 7, 53]
1856 :  [2, 2, 2, 2, 2, 2, 29]
1857 :  [3, 619]
1858 :  [2, 929]
1859 :  [11, 13, 13]
1860 :  [2, 2, 3, 5, 31]
1861 :  [1861]
1862 :  [2, 7, 7, 19]
1863 :  [3, 3, 3, 3, 23]
1864 :  [2, 2, 2, 233]
1865 :  [5, 373]
1866 :  [2, 3, 311]
1867 :  [1867]
1868 :  [2, 2, 467]
1869 :  [3, 7, 89]
1870 :  [2, 5, 11, 17]
1871 :  [1871]
1872 :  [2, 2, 2, 2, 3, 3, 13]
1873 :  [1873]
1874 :  [2, 937]
1875 :  [3, 5, 5, 5, 5]
1876 :  [2, 2, 7, 67]
1877 :  [1877]
1878 :  [2, 3, 313]
1879 :  [1879]
1880 :  [2, 2, 2, 5, 47]
1881 :  [3, 3, 11, 19]
1882 :  [2, 941]
1883 :  [7, 269]
1884 :  [2, 2, 3, 157]
1885 :  [5, 13, 29]
1886 :  [2, 23, 41]
1887 :  [3, 17, 37]
1888 :  [2, 2, 2, 2, 2, 59]
1889 :  [1889]
1890 :  [2, 3, 3, 3, 5, 7]
1891 :  [31, 61]
1892 :  [2, 2, 11, 43]
1893 :  [3, 631]
1894 :  [2, 947]
1895 :  [5, 379]
1896 :  [2, 2, 2, 3, 79]
1897 :  [7, 271]
1898 :  [2, 13, 73]
1899 :  [3, 3, 211]
1900 :  [2, 2, 5, 5, 19]
1901 :  [1901]
1902 :  [2, 3, 317]
1903 :  [11, 173]
1904 :  [2, 2, 2, 2, 7, 17]
1905 :  [3, 5, 127]
1906 :  [2, 953]
1907 :  [1907]
1908 :  [2, 2, 3, 3, 53]
1909 :  [23, 83]
1910 :  [2, 5, 191]
1911 :  [3, 7, 7, 13]
1912 :  [2, 2, 2, 239]
1913 :  [1913]
1914 :  [2, 3, 11, 29]
1915 :  [5, 383]
1916 :  [2, 2, 479]
1917 :  [3, 3, 3, 71]
1918 :  [2, 7, 137]
1919 :  [19, 101]
1920 :  [2, 2, 2, 2, 2, 2, 2, 3, 5]
1921 :  [17, 113]
1922 :  [2, 31, 31]
1923 :  [3, 641]
1924 :  [2, 2, 13, 37]
1925 :  [5, 5, 7, 11]
1926 :  [2, 3, 3, 107]
1927 :  [41, 47]
1928 :  [2, 2, 2, 241]
1929 :  [3, 643]
